loan_amnt,term,int_rate,installment,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_il_6m,sec_app_chargeoff_within_12_mths,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount
8000, 36 months,0.098,257.39,Director of commission,5 years,OWN,65000,Not Verified,42339,Current,n,,,home_improvement,Home improvement,421xx,KY,34.98,2,34669,0,5,,28,0,35481,0.62,41,w,4069.89,4069.89,4879.52,4879.52,3930.11,949.41,0,0,0,42948,257.39,42979,42948,0,,1,INDIVIDUAL,,,,0,0,72983,1,5,0,2,14,37502,81,1,4,7773,70,57200,0,1,0,6,2703,9107,71.6,0,0,135,252,4,4,0,4,5,21,5,0,10,18,12,14,12,23,29,18,28,0,0,0,1,95,58.3,0,0,103643,72983,32100,46443,,,,,N,,,,,,,,,,,,,,
16800, 60 months,0.1577,406.5,Supervising human services specialist,10+ years,RENT,55555,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,919xx,CA,26.23,0,33695,0,,50,12,1,8714,0.44,35,w,12821.18,12821.18,7686.7,7686.7,3978.82,3707.88,0,0,0,42948,406.5,42979,42948,0,,1,INDIVIDUAL,,,,0,0,42767,2,3,2,2,6,33413,79,1,4,4293,68,19800,0,3,1,6,3888,6207,40.9,0,0,153,284,5,5,1,15,,9,,0,1,5,2,13,5,8,28,5,12,0,0,0,3,100,0,1,0,62811,42767,10500,42371,,,,,N,,,,,,,,,,,,,,
7200, 36 months,0.098,231.65,Driver,10+ years,MORTGAGE,86000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,782xx,TX,13.24,0,33725,0,36,,13,0,21971,0.689,25,w,2631.25,2631.25,5391.55,5391.55,4568.75,822.8,0,0,0,42948,231.65,42979,42948,0,58,1,INDIVIDUAL,,,,0,777,225694,0,1,1,2,11,1405,37,1,7,3454,65,31900,5,7,6,11,18808,716,90.1,0,0,158,283,9,8,4,19,,7,,1,3,8,3,4,6,9,14,8,13,0,0,0,4,87.5,66.7,0,0,241752,23376,7200,3852,,,,,N,,,,,,,,,,,,,,
12000, 36 months,0.098,386.09,District manager,< 1 year,RENT,101000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,14.9,0,37561,0,,,15,0,5313,0.553,28,w,6104.73,6104.73,7319.38,7319.38,5895.27,1424.11,0,0,0,42948,386.09,42979,42948,0,,1,INDIVIDUAL,,,,0,530,117392,1,9,0,1,21,112079,99,1,2,2336,95,9600,0,1,1,3,7826,1164,66.7,0,0,157,57,4,4,0,57,,4,,0,1,4,1,1,22,6,6,5,15,0,0,0,1,100,0,0,0,123404,117392,3500,113804,,,,,N,,,,,,,,,,,,,,
16000, 36 months,0.0649,490.32,Senior Associate,3 years,RENT,70000,Not Verified,42339,Current,n,,,credit_card,Credit card refinancing,152xx,PA,25.22,0,39722,0,,,12,0,16434,0.682,17,w,7666.94,7666.94,9551.66,9551.66,8333.06,1218.6,0,0,0,42948,490.32,42979,42948,0,,1,INDIVIDUAL,,,,0,0,97400,0,9,0,0,31,80966,59,0,0,8776,62,24100,0,0,0,0,8117,7666,68.2,0,0,86,63,26,26,0,26,,,,0,3,3,3,3,14,3,3,3,12,0,0,0,0,100,66.7,0,0,127275,97400,24100,103175,,,,,N,,,,,,,,,,,,,,
28000, 36 months,0.0532,843.22,Engineering Product Manager,10+ years,RENT,97500,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,600xx,IL,5.77,0,38322,0,,,12,0,24001,0.216,18,w,12996.14,12996.14,16781.64,16781.64,15003.86,1777.78,0,0,0,42948,843.22,42979,42948,0,,1,INDIVIDUAL,,,,0,0,24001,0,0,0,0,97,0,,0,0,3372,22,111300,1,0,1,0,2000,81772,21.6,0,0,126,132,31,31,0,31,,12,,0,9,11,10,12,2,12,16,11,12,0,0,0,0,100,0,0,0,111300,24001,104300,0,,,,,N,,,,,,,,,,,,,,
24800, 60 months,0.1577,600.07,Manager,1 year,OWN,70000,Verified,42339,Current,n,,,credit_card,Credit card refinancing,860xx,AZ,37.29,0,36069,0,,,8,0,16374,0.585,24,w,18926.54,18926.54,11347.01,11347.01,5873.46,5473.55,0,0,0,42948,600.07,42979,42948,0,,1,INDIVIDUAL,,,,0,0,101157,1,5,3,4,2,84783,83,0,0,7299,75,28000,4,9,6,4,12645,11626,58.5,0,0,206,179,67,2,1,70,,2,,0,3,3,3,3,19,3,4,3,8,0,0,0,3,100,33.3,0,0,125537,101157,28000,97537,,,,,N,,,,,,,,,,,,,,
28000, 36 months,0.0532,843.22,Director of Facilities Management,10+ years,MORTGAGE,162000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,370xx,TN,13.52,0,29434,0,44,,16,0,19116,0.33,30,w,13778.27,13778.27,16000.49,16000.49,14221.73,1778.76,0,0,0,42948,843.22,42979,42948,0,,1,INDIVIDUAL,,,,0,0,239712,1,4,0,1,22,51472,73,1,3,8582,55,57900,2,2,2,5,15981,32978,36.6,0,0,100,424,2,2,3,2,,12,,0,5,6,7,12,6,11,18,6,16,0,0,0,1,96.7,0,0,0,325400,70588,52000,70500,,,,,N,,,,,,,,,,,,,,
20000, 36 months,0.098,643.47,Sr. Vice President,10+ years,MORTGAGE,250000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,088xx,NJ,10.17,0,33573,0,49,,8,0,27136,0.712,31,w,10174.82,10174.82,12198.71,12198.71,9825.18,2373.53,0,0,0,42948,643.47,42979,42948,0,49,1,INDIVIDUAL,,,,0,0,64845,3,1,2,2,1,9486,94,2,4,11707,85,38100,0,0,4,6,8106,6864,77,0,0,151,288,0,0,3,9,,1,49,1,3,4,3,8,7,6,20,4,8,0,0,0,4,93.5,100,0,0,76367,64845,29800,10044,,,,,N,,,,,,,,,,,,,,
35000, 36 months,0.0849,1104.71,Firefighter,10+ years,MORTGAGE,105000,Source Verified,42339,Current,n,,,credit_card,Credit card refinancing,395xx,MS,25.62,0,34669,0,73,,14,0,47795,0.785,35,f,17635.69,17635.69,20948.22,20948.22,17364.31,3583.91,0,0,0,42948,1104.71,42979,42948,0,73,1,INDIVIDUAL,,,,0,0,162716,1,4,2,3,6,38771,79,0,2,8805,79,60900,1,9,3,5,12517,10577,77,0,0,161,252,23,6,2,23,73,6,73,1,4,5,7,10,17,9,16,6,14,0,0,0,2,97.1,71.4,0,0,213330,86566,45900,48830,,,,,N,,,,,,,,,,,,,,
9600, 36 months,0.205,359.23,CEO,< 1 year,RENT,30000,Not Verified,42339,Current,n,,,small_business,Business,334xx,FL,5.4,0,37377,1,,,6,0,6835,0.349,11,w,5261.13,5261.13,6798.04,6798.04,4338.87,2459.17,0,0,0,42948,359.23,42979,42948,0,,1,INDIVIDUAL,,,,0,0,6835,0,0,0,0,145,0,,0,2,4111,35,19600,0,0,1,2,1139,11765,36.7,0,0,145,163,19,19,0,19,,0,,0,2,2,5,5,5,6,6,2,6,0,0,0,0,100,20,0,0,19600,6835,18600,0,,,,,N,,,,,,,,,,,,,,
1500, 36 months,0.1659,53.18,Senior Recruiter,10+ years,MORTGAGE,32000,Verified,42339,Fully Paid,n,,,home_improvement,Home improvement,850xx,AZ,29,1,38565,3,8,,12,0,1379,0.122,31,w,0,0,1621.9,1621.9,1500,121.9,0,0,0,42552,1359.46,,42948,0,,1,INDIVIDUAL,,,,0,0,210591,6,2,0,5,16,43231,84,6,7,238,71,11300,1,3,8,14,17549,3562,6.3,0,0,124,99,0,0,5,1,,0,8,0,1,4,3,5,14,8,12,4,12,0,0,0,7,96.8,0,0,0,229137,44610,3800,51394,,,,,N,,,,,,,,,,,,,,
32000, 60 months,0.1727,799.94,Software Developer,2 years,RENT,146000,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,104xx,NY,10.26,0,36039,0,,27,7,3,10299,0.493,15,w,24643.79,24643.79,15122.1,15122.1,7356.21,7765.89,0,0,0,42948,799.94,42979,42948,0,,1,INDIVIDUAL,,,,0,0,41370,1,2,1,2,6,31071,84,0,0,5465,72,24100,0,0,0,2,5910,9801,60.9,0,0,165,207,39,6,0,39,,,,0,2,2,4,9,4,5,11,2,7,0,0,0,1,100,25,0,3,61100,41370,20100,37000,,,,,N,,,,,,,,,,,,,,
35000, 36 months,0.0791,1095.33,Project Manager,9 years,MORTGAGE,99400,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,481xx,MI,31.82,1,30895,0,,,17,0,42875,0.53,27,w,17560.23,17560.23,20818.96,20818.96,17439.77,3379.19,0,0,0,42948,1095.33,42979,42948,0,20,1,INDIVIDUAL,,,,0,0,153169,0,3,0,2,17,22630,51,0,1,12548,53,80820,1,2,0,3,9009,7769,59,0,0,150,376,20,17,1,20,,13,,0,9,12,13,13,7,12,17,12,17,,0,1,0,100,22.2,0,0,261646,65581,69920,44150,,,,,N,,,,,,,,,,,,,,
18700, 60 months,0.1849,479.86,Quality Analyst,6 years,RENT,61259,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,232xx,VA,9.89,0,37681,0,,,12,0,3495,0.175,18,w,14505.12,14505.12,9098.13,9098.13,4194.88,4903.25,0,0,0,42948,479.86,42979,42948,0,,1,INDIVIDUAL,,,,0,0,108289,1,2,0,1,13,45393,97,1,2,1136,73,20000,3,4,6,4,9024,7414,28.7,0,0,71,153,2,2,2,2,,10,,0,4,5,4,5,6,9,10,5,12,0,0,0,2,100,0,0,0,126834,48888,10400,46834,,,,,N,,,,,,,,,,,,,,
10000, 36 months,0.0532,301.15,Elementary librarian,10+ years,OWN,92000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,161xx,PA,18.01,2,32599,0,3,,8,0,14200,0.401,25,w,4920.82,4920.82,5718.66,5718.66,5079.18,639.48,0,0,0,42948,301.15,42979,42948,0,,1,INDIVIDUAL,,,,0,0,30490,0,2,0,1,23,16290,40,0,0,9854,40,35400,1,6,0,1,4356,21200,40.1,0,0,207,320,48,23,6,48,3,23,3,0,4,4,5,7,6,6,13,4,8,0,0,0,0,88,20,0,0,75800,30490,35400,40400,,,,,N,,,,,,,,,,,,,,
20000, 36 months,0.0749,622.04,QA Specialist,7 years,MORTGAGE,58000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,927xx,CA,13.49,0,36465,0,,,10,0,9756,0.315,19,w,10003.14,10003.14,11797.95,11797.95,9996.86,1801.09,0,0,0,42948,622.04,42979,42948,1,,1,INDIVIDUAL,,,,0,88,196967,0,1,0,0,27,13856,67,0,0,6716,46,31000,0,0,3,0,21885,20244,26.1,0,0,27,193,29,27,2,29,,0,,0,2,4,5,7,1,8,16,5,10,0,0,0,0,100,0,0,0,238968,23612,27400,20836,,,,,N,,,,,,,,,,,,,,
15000, 36 months,0.0749,466.53,Operations Officer,3 years,MORTGAGE,105000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,114xx,NY,5.01,0,36678,0,74,,9,0,15152,0.344,23,f,7502.36,7502.36,8848.47,8848.47,7497.64,1350.83,0,0,0,42948,466.53,42979,42948,0,74,1,INDIVIDUAL,,,,0,0,15152,0,0,0,0,64,0,,0,4,5162,34,44000,0,0,0,4,1894,28348,34.8,0,0,115,186,15,15,0,15,,16,74,1,4,4,7,12,4,9,18,4,9,0,0,0,0,95.5,14.3,0,0,44000,15152,43500,0,,,,,N,,,,,,,,,,,,,,
35000, 36 months,0.0749,1088.56,Faculty,< 1 year,MORTGAGE,150000,Source Verified,42339,Current,n,,,credit_card,Credit card refinancing,782xx,TX,23.34,0,30621,0,,,24,0,38610,0.43,51,w,17505.7,17505.7,20646.23,20646.23,17494.3,3151.93,0,0,0,42948,1088.56,42979,42948,0,,1,INDIVIDUAL,,,,0,0,366425,1,3,0,0,66,10687,104,1,3,19769,43,89450,0,1,2,4,16655,6191,56,0,0,179,385,11,2,2,11,,8,,0,11,16,25,25,8,16,39,9,22,,0,0,2,100,36.4,0,0,434718,99743,68100,10300,,,,,N,,,,,,,,,,,,,,
5000, 36 months,0.0699,154.37,Code Compliance Officer,10+ years,MORTGAGE,80000,Not Verified,42339,Fully Paid,n,,,car,Car financing,930xx,CA,14.3,0,34700,0,,,6,0,7,0,12,w,0,0,5251.600594,5251.6,5000,251.6,0,0,0,42705,712.75,,42917,0,,1,INDIVIDUAL,,,,0,0,404366,0,2,0,1,20,14261,31,0,0,7,22,20800,1,0,2,1,67394,20793,0,0,0,127,251,79,20,2,101,,0,,0,1,1,2,5,3,2,6,1,6,0,0,0,0,100,0,0,0,483069,14984,20800,46403,,,,,N,,,,,,,,,,,,,,
8750, 36 months,0.1344,296.68,custodian,10+ years,MORTGAGE,25000,Not Verified,42339,Current,n,,,credit_card,Credit card refinancing,336xx,FL,29.81,0,37895,3,,72,7,1,9328,0.58,18,w,4569.3,4569.3,5634.51,5634.51,4180.7,1453.81,0,0,0,42948,296.68,42979,42948,0,,1,INDIVIDUAL,,,,0,0,24326,1,1,0,1,16,14998,82,1,3,2856,58,16000,0,0,3,4,3475,2000,94,0,0,146,134,5,5,2,54,,0,,0,2,6,6,6,4,6,12,6,7,,0,0,1,100,100,1,0,34324,24326,4000,18324,,,,,N,,,,,,,,,,,,,,
12000, 36 months,0.1288,403.64,Server,8 years,MORTGAGE,52000,Source Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,606xx,IL,5.75,0,41000,1,,,7,0,6771,0.38,7,w,0,0,13879.83765,13879.84,12000,1879.84,0,0,0,42917,7039.43,,42948,0,,1,INDIVIDUAL,,,,0,0,6771,3,0,0,0,,0,,3,5,3023,38,17800,1,0,3,5,967,5724,39.7,0,0,,44,2,2,0,2,,0,,0,2,4,3,3,0,7,7,4,7,0,0,0,3,100,33.3,0,0,17800,6771,9500,0,,,,,N,,,,,,,,,,,,,,
15000, 36 months,0.1399,512.6,Banker,3 years,RENT,48100,Verified,42339,Charged Off,n,,,debt_consolidation,Debt consolidation,104xx,NY,28.32,0,41153,1,,,7,0,13339,0.629,10,w,0,0,996.05,996.05,679.39,316.66,0,0,0,42430,512.6,,42948,0,,1,INDIVIDUAL,,,,0,0,36452,2,2,2,3,6,23113,89,0,2,4740,77,21200,1,2,1,5,5207,6026,68.6,0,0,23,39,21,6,0,21,,6,,0,4,4,4,6,3,5,7,5,7,0,0,0,2,100,75,0,0,47200,36452,19200,26000,,,,,N,,,,,,,,,,,,,,
7375, 36 months,0.1948,272.14,Livery Driver,2 years,RENT,60000,Source Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,021xx,MA,16.08,1,40695,2,5,,10,0,4300,0.506,15,w,0,0,8723.305808,8723.31,7375,1348.31,0,0,0,42767,5477.58,,42948,0,5,1,INDIVIDUAL,,,,0,0,34803,4,1,1,1,11,30503,90,5,6,145,82,8500,1,1,7,7,3480,155,48.3,0,0,54,49,1,1,0,5,5,2,5,1,1,6,1,4,2,9,13,7,10,0,0,1,6,93.3,0,0,0,42253,34803,300,33753,,,,,N,,,,,,,,,,,,,,
16000, 60 months,0.1577,387.14,president,10+ years,RENT,90000,Not Verified,42339,Current,n,,,small_business,Business,331xx,FL,16.16,0,39052,0,34,,11,0,23394,0.603,19,w,12210.71,12210.71,7320.62,7320.62,3789.29,3531.33,0,0,0,42948,387.14,42979,42948,0,,1,INDIVIDUAL,,,,0,0,32571,0,1,0,0,49,9177,,1,1,8820,60,38800,2,0,1,1,2961,5158,80.2,0,0,105,108,8,8,2,8,,7,,0,6,7,6,7,4,10,13,7,11,0,0,0,1,94.7,66.7,0,0,75509,32571,26000,36709,,,,,N,,,,,,,,,,,,,,
15000, 60 months,0.1727,374.97,Management,< 1 year,MORTGAGE,45000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,027xx,MA,30.99,0,37469,1,,55,19,1,8151,0.402,36,w,11553.18,11553.18,7088.45,7088.45,3446.82,3641.63,0,0,0,42948,374.97,42979,42948,0,,1,INDIVIDUAL,,,,0,0,32723,3,4,2,3,2,24572,80,4,12,1149,64,20300,0,5,2,15,1722,5004,54.1,0,0,127,160,1,1,2,12,,1,,0,8,13,9,12,9,15,25,13,19,0,0,0,6,100,0,1,0,51002,32723,10900,30702,,,,,N,,,,,,,,,,,,,,
13000, 36 months,0.0649,398.38,Service Writer,10+ years,RENT,50000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,982xx,WA,11.21,0,37073,0,29,,9,0,13798,0.309,19,f,6453.74,6453.74,7569.21,7569.21,6546.26,1022.95,0,0,0,42948,398.38,42979,42948,0,29,1,INDIVIDUAL,,,,0,0,14951,0,1,0,0,68,1153,8,1,1,3893,25,44600,0,4,0,1,1869,30052,31.4,0,0,151,173,11,11,1,11,,,,1,6,7,6,7,5,8,12,7,9,0,0,0,1,94.7,16.7,0,0,59700,14951,43800,15100,,,,,N,,,,,,,,,,,,,,
21000, 60 months,0.1148,461.64,Civil Service,10+ years,MORTGAGE,127000,Source Verified,42339,Charged Off,n,,,debt_consolidation,Debt consolidation,234xx,VA,28.36,0,32234,0,,,37,0,52340,0.246,73,w,0,0,5056,5056,1878.41,1319.59,0,1858,334.44,42583,461.64,,42948,0,,1,INDIVIDUAL,,,,0,0,619295,3,6,0,2,15,49302,55,3,4,18267,33,213100,1,8,2,7,18215,122322,28.2,0,0,161,330,2,2,10,2,,2,,0,14,18,21,26,15,27,45,18,37,0,0,0,4,100,21.1,0,0,862225,104170,170400,89416,,,,,N,,,,,,,,,,,,,,
16000, 60 months,0.0917,333.46,Administrative Support,3 years,MORTGAGE,56000,Not Verified,42339,Current,n,,,credit_card,Credit card refinancing,232xx,VA,20.92,2,37773,0,23,,17,0,10227,0.365,28,w,11699.03,11699.03,6315.36,6315.36,4300.97,2014.39,0,0,0,42948,333.46,42979,42948,0,,1,INDIVIDUAL,,,,0,168,141756,1,8,1,1,11,67000,91,1,4,6792,75,28000,1,1,2,5,8860,13936,41.9,0,0,150,127,6,6,3,6,23,11,23,0,3,5,3,6,11,7,12,5,17,0,0,0,2,82.1,0,0,0,176143,77227,24000,73798,,,,,N,,,,,,,,,,,,,,
24000, 36 months,0.0532,722.76,Manager,8 years,MORTGAGE,158000,Not Verified,42339,Fully Paid,n,,,other,Other,079xx,NJ,8.65,0,37500,0,,,16,0,29314,0.205,43,w,0,0,24823.64,24823.64,24000,823.64,0,0,0,42614,19774.96,,42644,0,,1,INDIVIDUAL,,,,0,0,595278,1,1,3,6,6,37698,101,0,2,16229,35,143000,5,6,7,9,37205,84186,25.8,0,0,97,159,14,6,2,14,,8,,0,5,5,9,24,10,12,31,5,16,0,0,0,4,100,11.1,0,0,745364,67012,113500,66864,,,,,N,,,,,,,,,,,,,,
24000, 36 months,0.098,772.17,Teacher,6 years,MORTGAGE,67000,Not Verified,42339,Current,n,,,credit_card,Credit card refinancing,750xx,TX,19.67,0,35278,1,,,15,0,24663,0.862,28,w,12209.67,12209.67,14638.56,14638.56,11790.33,2848.23,0,0,0,42948,772.17,42979,42948,0,,1,INDIVIDUAL,,,,0,0,225574,0,1,2,2,8,21472,87,0,0,8626,86,28600,3,0,6,2,15038,3540,87.3,0,0,145,158,26,8,2,26,,2,,0,10,12,11,12,10,13,15,12,15,0,0,0,2,100,72.7,0,0,250611,46135,27900,24768,,,,,N,,,,,,,,,,,,,,
28000, 60 months,0.1659,689.72,IMPORT MANAGER,10+ years,MORTGAGE,91500,Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,087xx,NJ,11.29,0,38626,1,,,8,0,55384,0.83,18,w,0,0,31005.7,31005.7,28000,3005.7,0,0,0,42614,26242.18,,42736,0,,1,INDIVIDUAL,,,,0,0,55384,0,0,0,0,86,0,0,0,2,5582,83,66420,0,0,2,2,6923,4984,82,0,0,86,122,15,15,7,15,,4,,0,5,8,7,7,1,8,12,6,8,,0,0,0,100,80,0,0,66420,20533,24920,0,,,,,N,,,,,,,,,,,,,,
15000, 36 months,0.0649,459.67,Maint. Mech.,10+ years,MORTGAGE,97000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,190xx,PA,10.79,0,36434,1,,,13,0,15775,0.447,20,w,7446.59,7446.59,8720.21,8720.21,7553.41,1166.8,0,0,0,42948,459.67,42979,42948,0,,1,INDIVIDUAL,,,,0,0,213122,1,2,0,0,33,21647,66,0,0,4596,55,35300,0,3,2,1,17760,12217,55.1,0,0,194,83,30,2,3,46,,2,,0,7,8,7,7,7,10,10,8,13,0,0,0,1,100,14.3,0,0,243897,37422,27200,32897,,,,,N,,,,,,,,,,,,,,
5000, 36 months,0.0917,159.4,Administration,10+ years,MORTGAGE,45000,Verified,42339,Fully Paid,n,,,debt_consolidation,Debt consolidation,282xx,NC,18.23,0,34851,0,45,,4,0,1220,0.298,11,w,0,0,5548.028972,5548.03,5000,548.03,0,0,0,42917,2844.6,,42917,0,45,1,INDIVIDUAL,,,,0,0,24542,0,2,1,2,8,23322,75,0,0,970,69,4100,1,0,1,2,6136,2030,32.3,0,0,117,246,43,8,0,43,45,6,45,1,1,2,1,5,5,2,6,2,4,0,0,0,1,72.7,0,0,0,35354,24542,3000,31254,,,,,N,,,,,,,,,,,,,,
30000, 60 months,0.1849,769.83,Housing Program Manager,10+ years,RENT,79000,Verified,42339,Fully Paid,n,,,credit_card,Credit card refinancing,945xx,CA,24.64,0,28915,0,46,,6,0,30312,0.913,11,w,0,0,38011.18894,38011.19,30000,8011.19,0,0,0,42948,24231.29,,42948,0,51,1,INDIVIDUAL,,,,0,0,57794,1,2,1,1,6,27482,69,0,0,18311,79,33200,0,0,1,1,9632,189,99,0,0,154,441,104,6,0,126,,6,46,1,1,4,1,1,4,4,6,4,6,0,0,0,1,81.8,100,0,0,73115,57794,18500,39915,,,,,N,,,,,,,,,,,,,,
5925, 36 months,0.0849,187.02,Project Manager,10+ years,OWN,47000,Verified,42339,Fully Paid,n,,,moving,Moving and relocation,917xx,CA,17.9,0,38108,0,54,,9,0,8203,0.726,18,w,0,0,6281.107171,6281.11,5925,356.11,0,0,0,42767,238.86,,42767,0,,1,INDIVIDUAL,,,,0,0,21805,0,5,0,1,14,13602,57,0,0,4283,62,11300,0,0,0,1,2423,1097,88.2,0,0,117,139,55,14,0,55,,,54,0,3,3,3,3,11,4,7,3,9,0,0,0,0,94.4,100,0,0,35013,21805,9300,23713,,,,,N,,,,,,,,,,,,,,
18000, 60 months,0.0917,375.14,Project Analyst II ,5 years,MORTGAGE,58000,Source Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,328xx,FL,17.18,0,38261,0,32,,11,0,9457,0.328,15,w,13161.46,13161.46,7104.74,7104.74,4838.54,2266.2,0,0,0,42948,375.14,42979,42948,0,,1,INDIVIDUAL,,,,0,0,9457,1,0,0,0,134,0,,2,2,8085,33,28800,0,0,0,2,946,12685,41,0,0,134,110,3,3,0,11,32,,32,0,4,6,4,6,1,11,14,7,11,0,0,0,2,93.3,0,0,0,28800,9457,21500,0,,,,,N,,,,,,,,,,,,,,
28000, 36 months,0.0749,870.85,Sales,6 years,MORTGAGE,135000,Verified,42339,Fully Paid,n,,,credit_card,Credit card refinancing,280xx,NC,14.64,0,36220,1,28,,7,0,24020,0.751,23,w,0,0,28437.83,28437.83,28000,437.83,0,0,0,42430,27596.11,,42948,0,,1,INDIVIDUAL,,,,0,0,323044,0,2,1,2,8,27151,75,0,0,12985,72,32000,1,0,2,2,46149,7979,72.5,0,0,157,201,32,8,4,198,,0,28,0,2,3,2,3,12,3,6,3,7,0,0,0,1,95.7,50,0,0,365009,65560,29000,36162,,,,,N,,,,,,,,,,,,,,
5000, 36 months,0.1797,180.69,Retail associate,9 years,RENT,24500,Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,986xx,WA,24.55,0,34335,0,,,8,0,13902,1.007,10,w,2696.29,2696.29,3420.63,3420.63,2303.71,1116.92,0,0,0,42948,180.69,42979,42948,0,,1,INDIVIDUAL,,,,0,0,20081,0,5,1,1,8,6179,46,0,0,6033,74,13800,1,0,0,1,2510,0,101,0,0,263,205,56,8,0,84,,19,,0,2,3,2,2,6,3,4,3,8,0,0,0,1,100,100,0,0,27310,20081,10800,13510,,,,,N,,,,,,,,,,,,,,
25000, 36 months,0.0532,752.87,Team Lead,4 years,MORTGAGE,150000,Not Verified,42339,Current,n,,,small_business,Business,727xx,AR,11.82,0,36069,0,,,9,0,7802,0.139,28,w,12302.13,12302.13,14286.06,14286.06,12697.87,1588.19,0,0,0,42948,752.87,42979,42948,0,,1,INDIVIDUAL,,,,0,0,174579,0,3,0,3,14,53249,78,0,0,6381,49,56100,2,0,1,3,19398,39650,16,0,0,159,206,33,14,1,33,,12,,0,2,3,4,4,20,5,7,3,9,0,0,0,0,100,0,0,0,261039,61051,47200,67909,,,,,N,,,,,,,,,,,,,,
18500, 60 months,0.1485,438.66,Senior Network Engineer,6 years,MORTGAGE,75000,Not Verified,42339,Current,n,,,debt_consolidation,Debt consolidation,670xx,KS,24.27,0,40483,0,,,13,0,12800,0.566,24,w,14038.75,14038.75,8319.28,8319.28,4461.25,3858.03,0,0,0,42948,438.66,42979,42948,0,,1,INDIVIDUAL,,,,0,0,252331,1,4,1,4,10,56823,84,4,6,12800,77,22600,5,4,13,10,22939,7600,62.7,0,0,61,59,4,4,1,10,,0,,0,1,1,5,6,14,8,9,1,13,0,0,0,5,100,25,0,0,278566,69623,20400,68010,,,,,N,,,,,,,,,,,,,,
